5.0 0.0000000052498862	0.0000000000000000	-0.0257372964457274
6.0 0.0000010625068245	0.0000000000000000	-0.0524104706243843
7.0 0.0000502437520257	0.0000000000000000	-0.0956604312332168
8.0 0.0009503936212450	0.0000000000000000	-0.1613130276684719
9.0 0.0097107646918090	0.0000000000000000	-0.2562834012663474
10.0 0.0642457227960642	0.0000000000000000	-0.3887544764010610
11.0 0.3090604145169748	0.0000000000000000	-0.5683944564319773
12.0 1.1684604786688990	0.0000000000000000	-0.8066098490852177
13.0 3.6648679257128083	0.0000000000000000	-1.1168300414495878
14.0 9.9141314893979366	0.0000000000000000	-1.5148188882963964
15.0 23.8038565984413850	0.0000000000000000	-2.0190081637924200
16.0 51.8345733316226571	0.0000000000000000	-2.6508470502519557
17.0 104.0842393985407597	0.0000000000000000	-3.4351610921948983
18.0 191.8761207120737424	0.0000000000000000	-4.4005132228525019
19.0 448.6764628482478088	0.0000000000000000	-5.5795585659187781
20.0 832.9758766345851200	0.0000000000000000	-7.0093837195577597
21.0 1381.8402553301791613	0.0000000000000000	-8.7318201333881671
22.0 2138.6383409982877311	0.0000000000000003	-10.7937199824003720
23.0 3153.5453643554724295	0.0000000000000115	-13.2471816135232103
24.0 4484.0467710673219699	0.0000000000002792	-16.1497101787321142
25.0 6195.4410074210072708	0.0000000000047367	-19.5642974598135915
26.0 8361.3403522642602184	0.0000000000592626	-23.5594031194347409
27.0 11064.1687944514178525	0.0000000005713790	-28.2088176647447355
28.0 14395.6559672854873497	0.0000000044026705	-33.5913852654031544
29.0 18457.3261647789586277	0.0000000279438350	-39.7905622078558139
30.0 23360.9814799534397025	0.0000001498351625	-46.8937841699575841
31.0 29229.1781236867172993	0.0000006933282456	-54.9916126404537025
32.0 36195.6950045307894470	0.0000028189131285	-64.1766276596058276
33.0 44405.9936761356875650	0.0000102257979041	-74.5420305907681353
34.0 54017.6687900547913159	0.0000335334224215	-86.1799168152016932
35.0 65200.8882283891653060	0.0001005347399484	-99.1791740375758621
36.0 78138.8221335582056781	0.0002782504746717	-113.6229572572497801
37.0 93028.0601020665635588	0.0007169672937226	-129.5856863560114789
38.0 110079.0158660915913060	0.0017325845878170	-147.1295066270976122
39.0 129516.3188516748487018	0.0039519094092653	-166.3001463682599592
40.0 151579.1920759092026856	0.0085561817921068	-187.1220988226121165
41.0 176521.8159284520952497	0.0176710909893110	-209.5930482075071097
42.0 204613.6774756547238212	0.0349667317155062	-233.6774512488444486
43.0 236139.9050292956235353	0.0665481285298234	-259.2991764527080818
44.0 271401.5878371041617356	0.1222358654221649	-286.3330932055249605
45.0 310716.0808797098579817	0.2173567512250936	-314.5954915950620148
